21-Oct-24 17:09:47 - 

-------------New Illumiante Operations Logging Instance
21-Oct-24 17:09:48 - Calling API token endpoing
21-Oct-24 17:18:46 - Getting assessements for no standard 
21-Oct-24 17:18:47 - Getting assessements for no standard 
21-Oct-24 17:18:47 - Getting assessements for no standard 
21-Oct-24 17:18:48 - Getting assessements for no standard 
21-Oct-24 17:18:48 - Getting assessements for no standard 
21-Oct-24 17:18:49 - Getting assessements for no standard 
21-Oct-24 17:18:49 - Getting assessements for no standard 
21-Oct-24 17:18:50 - Getting assessements for no standard 
21-Oct-24 17:18:50 - Getting assessements for no standard 
21-Oct-24 17:18:51 - Getting assessements for no standard 
21-Oct-24 17:18:51 - Getting assessements for no standard 
21-Oct-24 17:18:52 - Getting assessements for no standard 
21-Oct-24 17:18:52 - Getting assessements for no standard 
21-Oct-24 17:18:53 - Getting assessements for no standard 
21-Oct-24 17:18:53 - Getting assessements for no standard 
21-Oct-24 17:18:54 - Getting assessements for no standard 
21-Oct-24 17:18:54 - Getting assessements for no standard 
21-Oct-24 17:18:55 - Getting assessements for no standard 
21-Oct-24 17:18:55 - Getting assessements for no standard 
21-Oct-24 17:18:56 - Getting assessements for no standard 
21-Oct-24 17:18:56 - Getting assessements for no standard 
21-Oct-24 17:18:57 - Getting assessements for no standard 
21-Oct-24 17:18:57 - Getting assessements for no standard 
21-Oct-24 17:18:58 - Getting assessements for no standard 
21-Oct-24 17:18:58 - Getting assessements for no standard 
21-Oct-24 17:18:59 - Getting assessements for no standard 
21-Oct-24 17:18:59 - Getting assessements for no standard 
21-Oct-24 17:19:00 - Getting assessements for no standard 
21-Oct-24 17:19:00 - Getting assessements for no standard 
21-Oct-24 17:19:01 - Getting assessements for no standard 
21-Oct-24 17:19:01 - Getting assessements for no standard 
21-Oct-24 17:19:02 - Getting assessements for no standard 
21-Oct-24 17:19:02 - Getting assessements for no standard 
21-Oct-24 17:19:03 - Getting assessements for no standard 
21-Oct-24 17:19:03 - Getting assessements for no standard 
21-Oct-24 17:19:04 - Getting assessements for no standard 
21-Oct-24 17:19:04 - Getting assessements for no standard 
21-Oct-24 17:19:05 - Getting assessements for no standard 
21-Oct-24 17:19:06 - Getting assessements for no standard 
21-Oct-24 17:19:06 - Getting assessements for no standard 
21-Oct-24 17:19:07 - Getting assessements for no standard 
21-Oct-24 17:19:07 - Getting assessements for no standard 
21-Oct-24 17:19:08 - Getting assessements for no standard 
21-Oct-24 17:19:08 - Getting assessements for no standard 
21-Oct-24 17:19:09 - Getting assessements for no standard 
21-Oct-24 17:19:10 - Getting assessements for no standard 
21-Oct-24 17:19:10 - Getting assessements for no standard 
21-Oct-24 17:19:11 - Getting assessements for no standard 
21-Oct-24 17:19:11 - Getting assessements for no standard 
21-Oct-24 17:19:12 - Getting assessements for no standard 
21-Oct-24 17:19:12 - Getting assessements for no standard 
21-Oct-24 17:19:13 - Getting assessements for no standard 
21-Oct-24 17:19:13 - Getting assessements for no standard 
21-Oct-24 17:19:14 - Getting assessements for no standard 
21-Oct-24 17:19:14 - Getting assessements for no standard 
21-Oct-24 17:19:15 - Getting assessements for no standard 
21-Oct-24 17:19:15 - Getting assessements for no standard 
21-Oct-24 17:19:16 - Getting assessements for no standard 
21-Oct-24 17:19:16 - Getting assessements for no standard 
21-Oct-24 17:19:17 - Getting assessements for no standard 
21-Oct-24 17:19:17 - Getting assessements for no standard 
21-Oct-24 17:19:18 - Getting assessements for no standard 
21-Oct-24 17:19:18 - Getting assessements for no standard 
21-Oct-24 17:19:19 - Getting assessements for no standard 
21-Oct-24 17:19:20 - Getting assessements for no standard 
21-Oct-24 17:19:20 - Getting assessements for no standard 
21-Oct-24 17:19:21 - Getting assessements for no standard 
21-Oct-24 17:19:21 - Getting assessements for no standard 
21-Oct-24 17:19:22 - Getting assessements for no standard 
21-Oct-24 17:19:22 - Getting assessements for no standard 
21-Oct-24 17:19:23 - Getting assessements for no standard 
21-Oct-24 17:19:24 - Getting assessements for no standard 
21-Oct-24 17:19:24 - Getting assessements for no standard 
21-Oct-24 17:19:24 - Getting assessements for no standard 
21-Oct-24 17:19:25 - Getting assessements for no standard 
21-Oct-24 17:19:25 - Getting assessements for no standard 
21-Oct-24 17:19:26 - Getting assessements for no standard 
21-Oct-24 17:19:27 - Getting assessements for no standard 
21-Oct-24 17:19:27 - Getting assessements for no standard 
21-Oct-24 17:19:28 - Getting assessements for no standard 
21-Oct-24 17:19:28 - Getting assessements for no standard 
21-Oct-24 17:19:29 - Getting assessements for no standard 
21-Oct-24 17:19:29 - Getting assessements for no standard 
21-Oct-24 17:19:29 - Getting assessements for no standard 
21-Oct-24 17:19:30 - Getting assessements for no standard 
21-Oct-24 17:19:31 - Getting assessements for no standard 
21-Oct-24 17:19:31 - Getting assessements for no standard 
21-Oct-24 17:19:32 - Getting assessements for no standard 
21-Oct-24 17:19:32 - Getting assessements for no standard 
21-Oct-24 17:19:33 - Getting assessements for no standard 
21-Oct-24 17:19:33 - Getting assessements for no standard 
21-Oct-24 17:19:34 - Getting assessements for no standard 
21-Oct-24 17:19:34 - Getting assessements for no standard 
21-Oct-24 17:19:35 - Getting assessements for no standard 
21-Oct-24 17:19:35 - Getting assessements for no standard 
21-Oct-24 17:19:36 - Getting assessements for no standard 
21-Oct-24 17:19:36 - Getting assessements for no standard 
21-Oct-24 17:19:37 - Getting assessements for no standard 
21-Oct-24 17:19:37 - Getting assessements for no standard 
21-Oct-24 17:19:38 - Getting assessements for no standard 
21-Oct-24 17:19:39 - Getting assessements for no standard 
21-Oct-24 17:19:39 - Getting assessements for no standard 
21-Oct-24 17:19:40 - Getting assessements for no standard 
21-Oct-24 17:19:40 - Getting assessements for no standard 
21-Oct-24 17:19:41 - Getting assessements for no standard 
21-Oct-24 17:19:41 - Getting assessements for no standard 
21-Oct-24 17:19:42 - Getting assessements for no standard 
21-Oct-24 17:19:43 - Getting assessements for no standard 
21-Oct-24 17:19:43 - Getting assessements for no standard 
21-Oct-24 17:19:44 - Getting assessements for no standard 
21-Oct-24 17:19:44 - Getting assessements for no standard 
21-Oct-24 17:19:45 - Getting assessements for no standard 
21-Oct-24 17:19:45 - Getting assessements for no standard 
21-Oct-24 17:19:46 - Getting assessements for no standard 
21-Oct-24 17:19:46 - Getting assessements for no standard 
21-Oct-24 17:19:47 - Getting assessements for no standard 
21-Oct-24 17:19:47 - Getting assessements for no standard 
21-Oct-24 17:19:48 - Getting assessements for no standard 
21-Oct-24 17:19:48 - Getting assessements for no standard 
21-Oct-24 17:19:49 - Getting assessements for no standard 
21-Oct-24 17:19:49 - Getting assessements for no standard 
21-Oct-24 17:19:50 - Getting assessements for no standard 
21-Oct-24 17:19:50 - Getting assessements for no standard 
21-Oct-24 17:19:51 - Getting assessements for no standard 
21-Oct-24 17:19:51 - Getting assessements for no standard 
21-Oct-24 17:19:52 - Getting assessements for no standard 
21-Oct-24 17:19:52 - Getting assessements for no standard 
21-Oct-24 17:19:53 - Getting assessements for no standard 
21-Oct-24 17:19:53 - Getting assessements for no standard 
21-Oct-24 17:19:54 - Getting assessements for no standard 
21-Oct-24 17:19:55 - Getting assessements for no standard 
21-Oct-24 17:19:55 - Getting assessements for no standard 
21-Oct-24 17:19:56 - Getting assessements for no standard 
21-Oct-24 17:19:56 - Getting assessements for no standard 
21-Oct-24 17:19:57 - Getting assessements for no standard 
21-Oct-24 17:19:57 - Getting assessements for no standard 
21-Oct-24 17:19:58 - Getting assessements for no standard 
21-Oct-24 17:19:58 - Getting assessements for no standard 
21-Oct-24 17:19:59 - Getting assessements for no standard 
21-Oct-24 17:19:59 - Getting assessements for no standard 
21-Oct-24 17:20:00 - Getting assessements for no standard 
21-Oct-24 17:20:00 - Getting assessements for no standard 
21-Oct-24 17:20:01 - Getting assessements for no standard 
21-Oct-24 17:20:01 - Getting assessements for no standard 
21-Oct-24 17:20:02 - Getting assessements for no standard 
21-Oct-24 17:20:02 - Getting assessements for no standard 
21-Oct-24 17:20:03 - Getting assessements for no standard 
21-Oct-24 17:20:03 - Getting assessements for no standard 
21-Oct-24 17:20:04 - Getting assessements for no standard 
21-Oct-24 17:20:04 - Getting assessements for no standard 
21-Oct-24 17:20:05 - Getting assessements for no standard 
21-Oct-24 17:20:05 - Getting assessements for no standard 
21-Oct-24 17:20:06 - Getting assessements for no standard 
21-Oct-24 17:20:07 - Getting assessements for no standard 
21-Oct-24 17:20:07 - Getting assessements for no standard 
21-Oct-24 17:20:08 - Getting assessements for no standard 
21-Oct-24 17:20:08 - Getting assessements for no standard 
21-Oct-24 17:20:09 - Getting assessements for no standard 
21-Oct-24 17:20:09 - Getting assessements for no standard 
21-Oct-24 17:20:10 - Getting assessements for no standard 
21-Oct-24 17:20:10 - Getting assessements for no standard 
21-Oct-24 17:20:11 - Getting assessements for no standard 
21-Oct-24 17:20:11 - Getting assessements for no standard 
21-Oct-24 17:20:12 - Getting assessements for no standard 
21-Oct-24 17:20:12 - Getting assessements for no standard 
21-Oct-24 17:20:13 - Getting assessements for no standard 
21-Oct-24 17:20:13 - Getting assessements for no standard 
21-Oct-24 17:20:14 - Getting assessements for no standard 
21-Oct-24 17:20:14 - Getting assessements for no standard 
21-Oct-24 17:20:15 - Getting assessements for no standard 
21-Oct-24 17:20:16 - Getting assessements for no standard 
21-Oct-24 17:20:16 - Getting assessements for no standard 
21-Oct-24 17:20:17 - Getting assessements for no standard 
21-Oct-24 17:20:17 - Getting assessements for no standard 
21-Oct-24 17:20:18 - Getting assessements for no standard 
21-Oct-24 17:20:18 - Getting assessements for no standard 
21-Oct-24 17:20:19 - Getting assessements for no standard 
21-Oct-24 17:20:19 - Getting assessements for no standard 
21-Oct-24 17:20:20 - Getting assessements for no standard 
21-Oct-24 17:20:20 - Getting assessements for no standard 
21-Oct-24 17:20:21 - Getting assessements for no standard 
21-Oct-24 17:20:21 - Getting assessements for no standard 
21-Oct-24 17:20:22 - Getting assessements for no standard 
21-Oct-24 17:20:22 - Getting assessements for no standard 
21-Oct-24 17:20:23 - Getting assessements for no standard 
21-Oct-24 17:20:23 - Getting assessements for no standard 
21-Oct-24 17:20:24 - Getting assessements for no standard 
21-Oct-24 17:20:24 - Getting assessements for no standard 
21-Oct-24 17:20:25 - Getting assessements for no standard 
21-Oct-24 17:20:26 - Getting assessements for no standard 
21-Oct-24 17:20:26 - Getting assessements for no standard 
21-Oct-24 17:20:26 - Getting assessements for no standard 
21-Oct-24 17:20:27 - Getting assessements for no standard 
21-Oct-24 17:20:27 - Getting assessements for no standard 
21-Oct-24 17:20:28 - Getting assessements for no standard 
21-Oct-24 17:20:28 - Getting assessements for no standard 
21-Oct-24 17:20:29 - Getting assessements for no standard 
21-Oct-24 17:20:29 - Getting assessements for no standard 
21-Oct-24 17:20:30 - Getting assessements for no standard 
21-Oct-24 17:20:30 - Getting assessements for no standard 
21-Oct-24 17:20:31 - Getting assessements for no standard 
21-Oct-24 17:20:31 - Getting assessements for no standard 
21-Oct-24 17:20:32 - Getting assessements for no standard 
21-Oct-24 17:20:32 - Getting assessements for no standard 
21-Oct-24 17:20:33 - Getting assessements for no standard 
21-Oct-24 17:20:33 - Getting assessements for no standard 
21-Oct-24 17:20:34 - Getting assessements for no standard 
21-Oct-24 17:20:35 - Getting assessements for no standard 
21-Oct-24 17:20:35 - Getting assessements for no standard 
21-Oct-24 17:20:36 - Getting assessements for no standard 
21-Oct-24 17:20:36 - Getting assessements for no standard 
21-Oct-24 17:20:37 - Getting assessements for no standard 
21-Oct-24 17:20:37 - Getting assessements for no standard 
21-Oct-24 17:20:38 - Getting assessements for no standard 
21-Oct-24 17:20:38 - Getting assessements for no standard 
21-Oct-24 17:20:39 - Getting assessements for no standard 
21-Oct-24 17:20:39 - Getting assessements for no standard 
21-Oct-24 17:20:40 - Getting assessements for no standard 
21-Oct-24 17:20:40 - Getting assessements for no standard 
21-Oct-24 17:20:41 - Getting assessements for no standard 
21-Oct-24 17:20:41 - Getting assessements for no standard 
21-Oct-24 17:20:42 - Getting assessements for no standard 
21-Oct-24 17:20:42 - Getting assessements for no standard 
21-Oct-24 17:20:43 - Getting assessements for no standard 
21-Oct-24 17:20:43 - Getting assessements for no standard 
21-Oct-24 17:20:44 - Getting assessements for no standard 
21-Oct-24 17:20:44 - Getting assessements for no standard 
21-Oct-24 17:20:45 - Getting assessements for no standard 
21-Oct-24 17:20:45 - Getting assessements for no standard 
21-Oct-24 17:20:46 - Getting assessements for no standard 
21-Oct-24 17:20:46 - Getting assessements for no standard 
21-Oct-24 17:20:47 - Getting assessements for no standard 
21-Oct-24 17:20:48 - Getting assessements for no standard 
21-Oct-24 17:20:48 - Getting assessements for no standard 
21-Oct-24 17:20:49 - Getting assessements for no standard 
21-Oct-24 17:20:49 - Getting assessements for no standard 
21-Oct-24 17:20:49 - Getting assessements for no standard 
21-Oct-24 17:20:50 - Getting assessements for no standard 
21-Oct-24 17:20:50 - Getting assessements for no standard 
21-Oct-24 17:20:51 - Getting assessements for no standard 
21-Oct-24 17:20:51 - Getting assessements for no standard 
21-Oct-24 17:20:52 - Getting assessements for no standard 
21-Oct-24 17:20:52 - Getting assessements for no standard 
21-Oct-24 17:20:53 - Getting assessements for no standard 
21-Oct-24 17:20:53 - Getting assessements for no standard 
21-Oct-24 17:20:54 - Getting assessements for no standard 
21-Oct-24 17:20:55 - Getting assessements for no standard 
21-Oct-24 17:20:55 - Getting assessements for no standard 
21-Oct-24 17:20:55 - Getting assessements for no standard 
21-Oct-24 17:20:56 - Getting assessements for no standard 
21-Oct-24 17:20:56 - Getting assessements for no standard 
21-Oct-24 17:20:57 - Getting assessements for no standard 
21-Oct-24 17:20:57 - Getting assessements for no standard 
21-Oct-24 17:20:58 - Getting assessements for no standard 
21-Oct-24 17:20:58 - Getting assessements for no standard 
21-Oct-24 17:20:59 - Getting assessements for no standard 
21-Oct-24 17:20:59 - Getting assessements for no standard 
21-Oct-24 17:21:00 - Getting assessements for no standard 
21-Oct-24 17:21:00 - Getting assessements for no standard 
21-Oct-24 17:21:01 - Getting assessements for no standard 
21-Oct-24 17:21:01 - Getting assessements for no standard 
21-Oct-24 17:21:02 - Getting assessements for no standard 
21-Oct-24 17:21:02 - Getting assessements for no standard 
21-Oct-24 17:21:03 - Getting assessements for no standard 
21-Oct-24 17:21:03 - Getting assessements for no standard 
21-Oct-24 17:21:04 - Getting assessements for no standard 
21-Oct-24 17:21:04 - Getting assessements for no standard 
21-Oct-24 17:21:05 - Getting assessements for no standard 
21-Oct-24 17:21:05 - Getting assessements for no standard 
21-Oct-24 17:21:06 - Getting assessements for no standard 
21-Oct-24 17:21:06 - Getting assessements for no standard 
21-Oct-24 17:21:07 - Getting assessements for no standard 
21-Oct-24 17:21:08 - Getting assessements for no standard 
21-Oct-24 17:21:08 - Getting assessements for no standard 
21-Oct-24 17:21:08 - Getting assessements for no standard 
21-Oct-24 17:21:09 - Getting assessements for no standard 
21-Oct-24 17:21:09 - Getting assessements for no standard 
21-Oct-24 17:21:10 - Getting assessements for no standard 
21-Oct-24 17:21:10 - Getting assessements for no standard 
21-Oct-24 17:21:11 - Getting assessements for no standard 
21-Oct-24 17:21:11 - Getting assessements for no standard 
21-Oct-24 17:21:12 - Getting assessements for no standard 
21-Oct-24 17:21:12 - Getting assessements for no standard 
21-Oct-24 17:21:13 - Getting assessements for no standard 
21-Oct-24 17:21:13 - Getting assessements for no standard 
21-Oct-24 17:21:14 - Getting assessements for no standard 
21-Oct-24 17:21:14 - Getting assessements for no standard 
21-Oct-24 17:21:15 - Getting assessements for no standard 
21-Oct-24 17:21:15 - Getting assessements for no standard 
21-Oct-24 17:21:16 - Getting assessements for no standard 
21-Oct-24 17:21:16 - Getting assessements for no standard 
21-Oct-24 17:21:17 - Getting assessements for no standard 
21-Oct-24 17:21:18 - Getting assessements for no standard 
21-Oct-24 17:21:18 - Getting assessements for no standard 
21-Oct-24 17:21:19 - Getting assessements for no standard 
21-Oct-24 17:21:19 - Getting assessements for no standard 
21-Oct-24 17:21:20 - Getting assessements for no standard 
21-Oct-24 17:21:20 - Getting assessements for no standard 
21-Oct-24 17:21:21 - Getting assessements for no standard 
21-Oct-24 17:21:21 - Getting assessements for no standard 
21-Oct-24 17:21:22 - Getting assessements for no standard 
21-Oct-24 17:21:22 - Getting assessements for no standard 
21-Oct-24 17:21:23 - Getting assessements for no standard 
21-Oct-24 17:21:23 - Getting assessements for no standard 
21-Oct-24 17:21:24 - Getting assessements for no standard 
21-Oct-24 17:21:24 - Getting assessements for no standard 
21-Oct-24 17:21:25 - Getting assessements for no standard 
21-Oct-24 17:21:25 - Getting assessements for no standard 
21-Oct-24 17:21:26 - Getting assessements for no standard 
21-Oct-24 17:21:26 - Getting assessements for no standard 
21-Oct-24 17:21:27 - Getting assessements for no standard 
21-Oct-24 17:21:27 - Getting assessements for no standard 
21-Oct-24 17:21:28 - Getting assessements for no standard 
21-Oct-24 17:21:28 - Getting assessements for no standard 
21-Oct-24 17:21:29 - Getting assessements for no standard 
21-Oct-24 17:21:30 - Getting assessements for no standard 
21-Oct-24 17:21:30 - Getting assessements for no standard 
21-Oct-24 17:21:31 - Getting assessements for no standard 
21-Oct-24 17:21:31 - Getting assessements for no standard 
21-Oct-24 17:21:32 - Getting assessements for no standard 
21-Oct-24 17:21:32 - Getting assessements for no standard 
21-Oct-24 17:21:33 - Getting assessements for no standard 
21-Oct-24 17:21:33 - Getting assessements for no standard 
21-Oct-24 17:21:34 - Getting assessements for no standard 
21-Oct-24 17:21:34 - Getting assessements for no standard 
21-Oct-24 17:21:35 - Getting assessements for no standard 
21-Oct-24 17:21:35 - Getting assessements for no standard 
21-Oct-24 17:21:36 - Getting assessements for no standard 
21-Oct-24 17:21:36 - Getting assessements for no standard 
21-Oct-24 17:21:37 - Getting assessements for no standard 
21-Oct-24 17:21:37 - Getting assessements for no standard 
21-Oct-24 17:21:38 - Getting assessements for no standard 
21-Oct-24 17:21:38 - Getting assessements for no standard 
21-Oct-24 17:21:39 - Getting assessements for no standard 
21-Oct-24 17:21:39 - Getting assessements for no standard 
21-Oct-24 17:21:40 - Getting assessements for no standard 
21-Oct-24 17:21:40 - Getting assessements for no standard 
21-Oct-24 17:21:41 - Getting assessements for no standard 
21-Oct-24 17:21:41 - Getting assessements for no standard 
21-Oct-24 17:21:42 - Getting assessements for no standard 
21-Oct-24 17:21:42 - Getting assessements for no standard 
21-Oct-24 17:21:43 - Getting assessements for no standard 
21-Oct-24 17:21:43 - Getting assessements for no standard 
21-Oct-24 17:21:44 - Getting assessements for no standard 
21-Oct-24 17:21:44 - Getting assessements for no standard 
21-Oct-24 17:21:45 - Getting assessements for no standard 
21-Oct-24 17:21:45 - Getting assessements for no standard 
21-Oct-24 17:21:46 - Getting assessements for no standard 
21-Oct-24 17:21:46 - Getting assessements for no standard 
21-Oct-24 17:21:47 - Getting assessements for no standard 
21-Oct-24 17:21:47 - Getting assessements for no standard 
21-Oct-24 17:21:48 - Getting assessements for no standard 
21-Oct-24 17:21:48 - Getting assessements for no standard 
21-Oct-24 17:21:49 - Getting assessements for no standard 
21-Oct-24 17:21:49 - Getting assessements for no standard 
21-Oct-24 17:21:50 - Getting assessements for no standard 
21-Oct-24 17:21:50 - Getting assessements for no standard 
21-Oct-24 17:21:51 - Getting assessements for no standard 
21-Oct-24 17:21:51 - Getting assessements for no standard 
21-Oct-24 17:21:52 - Getting assessements for no standard 
21-Oct-24 17:21:52 - Getting assessements for no standard 
21-Oct-24 17:21:53 - Getting assessements for no standard 
21-Oct-24 17:21:53 - Getting assessements for no standard 
21-Oct-24 17:21:54 - Getting assessements for no standard 
21-Oct-24 17:21:54 - Getting assessements for no standard 
21-Oct-24 17:21:55 - Getting assessements for no standard 
21-Oct-24 17:21:55 - Getting assessements for no standard 
21-Oct-24 17:21:56 - Getting assessements for no standard 
21-Oct-24 17:21:56 - Getting assessements for no standard 
21-Oct-24 17:21:57 - Getting assessements for no standard 
21-Oct-24 17:21:57 - Getting assessements for no standard 
21-Oct-24 17:21:58 - Getting assessements for no standard 
21-Oct-24 17:21:58 - Getting assessements for no standard 
21-Oct-24 17:21:59 - Getting assessements for no standard 
21-Oct-24 17:21:59 - Getting assessements for no standard 
21-Oct-24 17:22:00 - Getting assessements for no standard 
21-Oct-24 17:22:00 - Getting assessements for no standard 
21-Oct-24 17:22:01 - Getting assessements for no standard 
21-Oct-24 17:22:01 - Getting assessements for no standard 
21-Oct-24 17:22:02 - Getting assessements for no standard 
21-Oct-24 17:22:03 - Getting assessements for no standard 
21-Oct-24 17:22:03 - Getting assessements for no standard 
21-Oct-24 17:22:04 - Getting assessements for no standard 
21-Oct-24 17:22:04 - Getting assessements for no standard 
21-Oct-24 17:22:05 - Getting assessements for no standard 
21-Oct-24 17:22:05 - Getting assessements for no standard 
21-Oct-24 17:22:06 - Getting assessements for no standard 
21-Oct-24 17:22:06 - Getting assessements for no standard 
21-Oct-24 17:22:07 - Getting assessements for no standard 
21-Oct-24 17:22:07 - Getting assessements for no standard 
21-Oct-24 17:22:07 - Getting assessements for no standard 
21-Oct-24 17:22:08 - Getting assessements for no standard 
21-Oct-24 17:22:09 - Getting assessements for no standard 
21-Oct-24 17:22:09 - Getting assessements for no standard 
21-Oct-24 17:22:09 - Getting assessements for no standard 
21-Oct-24 17:22:10 - Getting assessements for no standard 
21-Oct-24 17:22:10 - Getting assessements for no standard 
21-Oct-24 17:22:11 - Getting assessements for no standard 
21-Oct-24 17:22:11 - Getting assessements for no standard 
21-Oct-24 17:22:12 - Getting assessements for no standard 
21-Oct-24 17:22:12 - Getting assessements for no standard 
21-Oct-24 17:22:13 - Getting assessements for no standard 
21-Oct-24 17:22:13 - Getting assessements for no standard 
21-Oct-24 17:22:14 - Getting assessements for no standard 
21-Oct-24 17:22:14 - Getting assessements for no standard 
21-Oct-24 17:22:15 - Getting assessements for no standard 
21-Oct-24 17:22:15 - Getting assessements for no standard 
21-Oct-24 17:22:16 - Getting assessements for no standard 
21-Oct-24 17:22:16 - Getting assessements for no standard 
21-Oct-24 17:22:17 - Getting assessements for no standard 
21-Oct-24 17:22:17 - Getting assessements for no standard 
21-Oct-24 17:22:18 - Getting assessements for no standard 
21-Oct-24 17:22:18 - Getting assessements for no standard 
21-Oct-24 17:22:19 - Getting assessements for no standard 
21-Oct-24 17:22:19 - Getting assessements for no standard 
21-Oct-24 17:22:20 - Getting assessements for no standard 
21-Oct-24 17:22:20 - Getting assessements for no standard 
21-Oct-24 17:22:21 - Getting assessements for no standard 
21-Oct-24 17:22:21 - Getting assessements for no standard 
21-Oct-24 17:22:22 - Getting assessements for no standard 
21-Oct-24 17:22:22 - Getting assessements for no standard 
21-Oct-24 17:22:23 - Getting assessements for no standard 
21-Oct-24 17:22:24 - Getting assessements for no standard 
21-Oct-24 17:22:24 - Getting assessements for no standard 
21-Oct-24 17:22:25 - Getting assessements for no standard 
21-Oct-24 17:22:25 - Getting assessements for no standard 
21-Oct-24 17:22:26 - Getting assessements for no standard 
21-Oct-24 17:22:26 - Getting assessements for no standard 
21-Oct-24 17:22:27 - Getting assessements for no standard 
21-Oct-24 17:22:27 - Getting assessements for no standard 
21-Oct-24 17:22:28 - Getting assessements for no standard 
21-Oct-24 17:22:28 - Getting assessements for no standard 
21-Oct-24 17:22:29 - Getting assessements for no standard 
21-Oct-24 17:22:29 - Getting assessements for no standard 
21-Oct-24 17:22:30 - Getting assessements for no standard 
21-Oct-24 17:22:30 - Getting assessements for no standard 
21-Oct-24 17:22:31 - Getting assessements for no standard 
21-Oct-24 17:22:31 - Getting assessements for no standard 
21-Oct-24 17:22:32 - Getting assessements for no standard 
21-Oct-24 17:22:32 - Getting assessements for no standard 
21-Oct-24 17:22:33 - Getting assessements for no standard 
21-Oct-24 17:22:34 - Getting assessements for no standard 
21-Oct-24 17:22:34 - Getting assessements for no standard 
21-Oct-24 17:22:35 - Getting assessements for no standard 
21-Oct-24 17:22:35 - Getting assessements for no standard 
21-Oct-24 17:22:36 - Getting assessements for no standard 
21-Oct-24 17:22:36 - Getting assessements for no standard 
21-Oct-24 17:22:37 - Getting assessements for no standard 
21-Oct-24 17:22:37 - Getting assessements for no standard 
21-Oct-24 17:22:38 - Getting assessements for no standard 
21-Oct-24 17:22:38 - Getting assessements for no standard 
21-Oct-24 17:22:39 - Getting assessements for no standard 
21-Oct-24 17:22:39 - Getting assessements for no standard 
21-Oct-24 17:22:40 - Getting assessements for no standard 
21-Oct-24 17:22:40 - Getting assessements for no standard 
21-Oct-24 17:22:41 - Getting assessements for no standard 
21-Oct-24 17:22:41 - Getting assessements for no standard 
21-Oct-24 17:22:42 - Getting assessements for no standard 
21-Oct-24 17:22:42 - Getting assessements for no standard 
21-Oct-24 17:22:43 - Getting assessements for no standard 
21-Oct-24 17:22:43 - Getting assessements for no standard 
21-Oct-24 17:22:44 - Getting assessements for no standard 
21-Oct-24 17:22:45 - Getting assessements for no standard 
21-Oct-24 17:22:45 - Getting assessements for no standard 
21-Oct-24 17:22:46 - Getting assessements for no standard 
21-Oct-24 17:22:46 - Getting assessements for no standard 
21-Oct-24 17:22:47 - Getting assessements for no standard 
21-Oct-24 17:22:47 - Getting assessements for no standard 
21-Oct-24 17:22:48 - Getting assessements for no standard 
21-Oct-24 17:22:48 - Getting assessements for no standard 
21-Oct-24 17:22:49 - Getting assessements for no standard 
21-Oct-24 17:22:49 - Getting assessements for no standard 
21-Oct-24 17:22:50 - Getting assessements for no standard 
21-Oct-24 17:22:50 - Getting assessements for no standard 
21-Oct-24 17:22:51 - Getting assessements for no standard 
21-Oct-24 17:22:51 - Getting assessements for no standard 
21-Oct-24 17:22:52 - Getting assessements for no standard 
21-Oct-24 17:22:52 - Getting assessements for no standard 
21-Oct-24 17:22:53 - Getting assessements for no standard 
21-Oct-24 17:22:53 - Getting assessements for no standard 
21-Oct-24 17:22:54 - Getting assessements for no standard 
21-Oct-24 17:22:54 - Getting assessements for no standard 
21-Oct-24 17:22:55 - Getting assessements for no standard 
21-Oct-24 17:22:55 - Getting assessements for no standard 
21-Oct-24 17:22:56 - Getting assessements for no standard 
21-Oct-24 17:22:56 - Getting assessements for no standard 
21-Oct-24 17:22:57 - Getting assessements for no standard 
21-Oct-24 17:22:57 - Getting assessements for no standard 
21-Oct-24 17:22:58 - Getting assessements for no standard 
21-Oct-24 17:22:59 - Getting assessements for no standard 
21-Oct-24 17:22:59 - Getting assessements for no standard 
21-Oct-24 17:23:00 - Getting assessements for no standard 
21-Oct-24 17:23:00 - Getting assessements for no standard 
21-Oct-24 17:23:01 - Getting assessements for no standard 
21-Oct-24 17:23:01 - Getting assessements for no standard 
21-Oct-24 17:23:02 - Getting assessements for no standard 
21-Oct-24 17:23:02 - Getting assessements for no standard 
21-Oct-24 17:23:03 - Getting assessements for no standard 
21-Oct-24 17:23:03 - Getting assessements for no standard 
21-Oct-24 17:23:04 - Getting assessements for no standard 
21-Oct-24 17:23:04 - Getting assessements for no standard 
21-Oct-24 17:23:05 - Getting assessements for no standard 
21-Oct-24 17:23:05 - Getting assessements for no standard 
21-Oct-24 17:23:06 - Getting assessements for no standard 
21-Oct-24 17:23:06 - Getting assessements for no standard 
21-Oct-24 17:23:07 - Getting assessements for no standard 
21-Oct-24 17:23:07 - Getting assessements for no standard 
21-Oct-24 17:23:08 - Getting assessements for no standard 
21-Oct-24 17:23:08 - Getting assessements for no standard 
21-Oct-24 17:23:09 - Getting assessements for no standard 
21-Oct-24 17:23:09 - Getting assessements for no standard 
21-Oct-24 17:23:10 - Getting assessements for no standard 
21-Oct-24 17:23:10 - Getting assessements for no standard 
21-Oct-24 17:23:11 - Getting assessements for no standard 
21-Oct-24 17:23:11 - Getting assessements for no standard 
21-Oct-24 17:23:12 - Getting assessements for no standard 
